Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price

1531426500,6175.15,6175.24,6175.15,6175.15,1.98982978,12287.514883,6175.1588033
1531426560,6175.16,6175.16,6175.15,6175.16,2.85662163,17640.088707,6175.1575784
1531426620,6175.16,6175.16,6175.15,6175.16,1.71844969,10611.692146,6175.1543892
1531426680,6175.16,6175.16,6175.15,6175.16,2.57155195,15879.741897,6175.1588944
1531426740,6175.16,6175.16,6175.15,6175.16,1.094302,6757.4842766,6175.1548262
1531426800,6175.16,6175.16,6175.15,6175.16,0.77323951,4774.8725175,6175.1533073
1531426860,6175.16,6175.16,6175.15,6175.16,1.1288189,6970.6361655,6175.1589786
1531426920,6175.15,6175.16,6175.15,6175.15,8.42854382,52047.532885,6175.1512476
1531426980,6175.16,6175.16,6175.15,6175.15,0.73084145,4513.0586411,6175.1541885
1531427040,6175.16,6175.16,6170.61,6170.62,12.12361175,74856.216493,6174.4155155
1531427100,6170.62,6170.62,6170.61,6170.62,1.99060647,12283.272932,6170.6184105
1531427160,6170.62,6170.62,6170.61,6170.61,1.83692237,11334.940147,6170.6146824
1531427220,6170.62,6172,6170.61,6171.99,1.21551758,7501.8714425,6171.7506731
1531427280,6172,6175.16,6171.99,6175.16,6.47141853,39955.942323,6174.2170033
1531427340,6175.15,6176.19,6175.15,6175.16,3.44121774,21250.343037,6175.2393026
1531427400,6175.15,6175.16,6175.15,6175.16,4.39713987,27153.018444,6175.1545884
1531427460,6175.16,6175.16,6175.15,6175.16,0.93085178,5748.1578207,6175.1590793
1531427520,6175.15,6175.16,6175.15,6175.16,3.55423154,21947.93431,6175.1560253
1531427580,6175.15,6176.17,6175.15,6175.2,2.23676465,13813.261459,6175.5542583
1531427640,6175.21,6175.21,6175.2,6175.21,1.0053894,6208.4890156,6175.2083477
1531427700,6175.21,6175.21,6175.2,6175.21,0.75421552,4657.4389973,6175.209703
1531427760,6175.21,6175.21,6173.36,6173.37,3.17503092,19603.692722,6174.3312793
1531427820,6173.36,6175.17,6173.36,6175.17,3.10566616,19176.776997,6174.7708893
1531427880,6175.16,6175.17,6175.16,6175.16,3.86152084,23845.529843,6175.1653898
1531427940,6175.17,6178,6175.17,6177.99,3.77639288,23328.477064,6177.4497002
1531428000,6178,6178,6177.99,6178,2.89671375,17895.888993,6177.9970468
1531428060,6177.99,6178,6177.99,6178,0.98934198,6112.1473799,6177.9925481
1531428120,6177.99,6178,6177.99,6178,1.13458716,7009.4727742,6177.9940945
1531428180,6178,6178,6175.01,6175.01,5.7301875,35398.582142,6177.5608812
1531428240,6175,6175.01,6175,6175,0.84448757,5214.7167138,6175.0070683
1531428300,6175.01,6175.01,6175,6175.01,0.66695821,4118.4703917,6175.0051651
1531428360,6175.01,6180.29,6175,6180.29,16.28412248,100587.33252,6177.0189118
1531428420,6180.29,6180.29,6180.28,6180.29,1.62471432,10041.202928,6180.2883155
1531428480,6180.28,6181.41,6180.28,6180.28,1.69263441,10461.137692,6180.3881748
1531428540,6180.28,6180.29,6180.28,6180.29,0.8955986,5535.0556437,6180.2861726
1531428600,6180.28,6180.29,6179.5,6179.51,2.01433345,12448.309222,6179.8652166
